時間戳記,"? ? 基本資料

  
  1. 您的年齡  ","  2. 您的性別 
",  3. 您的職業  ,4. 您的?收入範圍 ,5.您過去是否搭乘過廉航   ,"  第?部分: 廉價航空涉入程度

 INV1. 我經常主動搜尋廉價航空的票價資訊 ?  ",INV2. 我會關注社群媒體或網站上的廉價 航空促銷活動 ?  ,INV3. 我會推薦他?使?我曾搭乘過的廉 價航空 ?  ,  INV4 .當有新的廉價航空進入市場時，我會特別留意。 , INV5.我曾下載廉價航空的APP以方便查詢票價或優惠。  , INV6.廉價航空是我旅遊時的首選交通工具。  , INV7. 我有訂閱廉價航空的電子報或促銷通知。  , INV8. 我經常比價不同廉價航空之間的票價與服務。 ,INV9.我過去一年內搭乘過至少一次廉價航空。  ,INV10.即使飛行時間較長，我仍願意搭乘廉價航空。  ,  INV11.我會根據廉價航空的航班時間安排旅遊計畫。  ,INV12. 我會因為廉價航空的便宜票價而臨時決定出國旅遊。 ,INV13. 我會在網路上（如部落格、社群平台）分享搭乘廉價航空的經驗。 ,INV14. 我會與朋友或家人討論不同廉價航空的優缺點。 ,INV15. 我會在旅遊相關社團或論壇詢問廉價航空的使用建議。 ,SAT1.廉航的航班安排對我來說很方便。,"SAT2.我覺得 APP 訂票或查詢資訊很方便。
",SAT3.我覺得廉航的整體服務品質令人滿意。,"SAT4.對於飛行安全與航班準時性我感到放心。
","SAT5.登機流程如 Check-in、登機口安排令人滿意。
","SAT6. 客服或客服資訊的回應速度令人滿意。
","SAT7. 我覺得廉價航空的票價與提供的服務是合理的。
","SAT8. 廉價航空網站或APP的操作流程清楚易懂。
","SAT9. 我對廉航處理行李相關事務的效率感到滿意。
","SAT10. 廉航的座位安排符合我的期待（如選位、空間）。
","SAT11. 廉價航空對旅客權益的說明與處理讓我感到信任。
","SAT12. 我覺得廉航對航班延誤或取消的處理方式令人滿意。
","SAT13. 廉航提供的加值服務（如選位、加購行李）透明且易懂。
","SAT14. 我曾遇過問題時，廉價航空的處理方式令我感到滿意。
  ",SAT15. 整體來說，我對廉價航空的使用經驗感到滿意。,MOT1. 價格便宜是我選擇廉價航空的主因。,MOT2.我能接受服務項目需額外付費的模式,MOT3.廉航提供我想去的目的地,"MOT.4我願意為了票價低犧牲部分舒適性
",MOT5.我會根據促銷活動來安排出遊時間,"MOT6.廉價航空能讓我節省整體旅遊費用
","MOT7. 廉價航空讓我能夠以較低成本探索更多國家或城市。
","MOT8. 我選擇廉價航空是為了把旅費留給其他重要的花費（如住宿或購物）。
","MOT9. 搭乘廉價航空可以讓我更常出國旅遊。
","MOT10. 我會選擇廉價航空是因為飛行時間較短時不需要太多服務。
","MOT11. 我覺得廉價航空的購票流程簡單方便。
","MOT12. 廉價航空的票價彈性（如單程票）讓我更容易安排自由行。
","MOT13. 我選擇廉價航空是因為同行親友也會選擇。
","MOT14. 廉價航空常提供我無法拒絕的優惠票價。
",MOT15. 相較於傳統航空，我覺得廉價航空更符合我目前的財務狀況。,第 52 欄,第 53 欄,第 54 欄,第 55 欄,第 56 欄,第 57 欄,第 58 欄,第 59 欄,第 60 欄,第 61 欄,第 62 欄,第 63 欄,第 64 欄,第 65 欄,第 66 欄,第 67 欄,第 68 欄,第 69 欄,第 70 欄,第 71 欄,第 72 欄,第 73 欄,第 74 欄,第 75 欄,第 76 欄,第 77 欄,第 78 欄,第 79 欄,第 80 欄,第 81 欄,第 82 欄,第 83 欄,第 84 欄,第 85 欄,第 86 欄,第 87 欄
5/14/2025 17:20:09,18-24歲,女,學生,3萬 - 5萬,否,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,5,5,4,5,5,5,3,3,3,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2025 17:25:13,18-24歲,女,學生,3萬 - 5萬,否,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,3,4,4,4,5,5,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2025 18:52:00,18-24歲,女,上班族,3萬 - 5萬,是,2,2,2,3,2,2,4,2,3,3,3,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,5,3,3,5,1,3,5,4,4,5,5,5,4,2,4,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2025 19:33:41,18-24歲,女,學生,3萬 - 5萬,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4,3,4,3,4,4,4,4,4,2,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2025 20:25:18,18-24歲,女,上班族,3萬 - 5萬,是,4,2,3,3,2,3,3,2,3,3,3,3,4,4,5,4,3,4,4,5,4,4,5,3,3,4,3,3,3,4,2,2,5,4,3,4,4,4,4,3,3,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2025 0:11:04,18-24歲,女,學生,新台幣 3萬以下,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2025 1:07:42,18-24歲,女,學生,新台幣 3萬以下,是,4,4,4,4,3,4,3,2,2,3,4,2,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,1,3,1,5,3,4,4,4,4,3,5,4,3,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2025 17:29:04,18-24歲,女,學生,新台幣 3萬以下,是,1,1,1,3,3,3,4,3,3,3,4,2,4,4,3,4,3,4,4,4,4,5,5,4,4,3,3,2,2,2,5,4,2,3,2,4,3,5,3,3,2,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2025 9:07:04,18-24歲,女,學生,新台幣 3萬以下,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,5,4,5,4,4,2,2,2,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2025 9:42:23,25-34歲,其他／不願透露,上班族,3萬 - 5萬,是,3,3,4,3,3,4,3,2,3,2,4,2,3,4,3,4,2,5,5,5,5,5,5,4,4,4,3,4,3,3,4,5,2,4,3,4,3,3,2,2,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2025 0:42:46,18-24歲,女,學生,新台幣 3萬以下,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,3,3,4,4,4,4,3,3,3,3,2,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2025 18:38:29,18-24歲,男,學生,新台幣 3萬以下,是,3,4,3,3,4,4,4,3,3,3,2,2,4,4,4,4,3,3,3,3,3,4,3,4,4,3,4,3,4,5,4,2,3,4,3,2,3,3,2,4,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2025 18:38:37,18-24歲,女,學生,新台幣 3萬以下,是,2,3,4,4,4,4,3,3,3,2,3,2,3,3,4,4,4,4,4,4,4,5,3,3,4,4,4,2,3,5,5,3,2,4,4,4,4,4,4,4,3,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2025 18:52:14,18-24歲,男,學生,3萬 - 5萬,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,4,5,4,5,3,3,3,3,5,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2025 23:33:23,18-24歲,女,學生,新台幣 3萬以下,是,4,4,4,3,3,3,4,3,4,3,3,2,4,4,5,4,4,4,4,4,4,5,4,4,3,5,5,3,3,5,4,2,1,4,4,4,4,3,4,3,4,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 11:28:30,18-24歲,男,學生,新台幣 3萬以下,是,1,1,1,1,1,1,3,2,2,2,3,2,3,4,4,5,2,4,4,4,4,4,4,3,2,5,3,4,3,2,5,5,4,4,3,3,3,4,5,3,3,3,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 11:29:40,18-24歲,女,學生,新台幣 3萬以下,是,3,3,3,3,2,2,4,2,3,3,3,3,4,5,3,4,4,3,3,3,4,5,3,4,3,4,4,3,4,1,4,5,5,4,3,3,3,4,5,3,2,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 11:32:38,18-24歲,女,學生,新台幣 3萬以下,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4,3,4,3,3,2,4,2,4,4,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 11:32:38,18-24歲,男,學生,新台幣 3萬以下,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 11:33:23,18-24歲,女,學生,新台幣 3萬以下,是,4,4,3,3,3,3,4,2,3,3,3,3,4,3,5,4,4,4,4,4,4,5,5,3,2,5,2,2,4,4,4,4,5,4,3,3,3,4,4,5,3,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 11:37:33,18-24歲,男,學生,8萬以上,是,3,4,4,2,3,3,3,3,2,3,2,2,2,3,3,4,2,4,4,2,2,4,3,2,2,4,4,2,3,3,4,1,3,4,4,4,5,5,4,5,4,5,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 11:39:16,18-24歲,男,學生,新台幣 3萬以下,是,1,1,2,1,1,2,3,3,3,3,2,2,2,4,4,1,1,1,1,1,1,3,3,3,3,3,4,2,3,3,5,2,5,4,5,4,4,4,3,5,3,3,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 11:47:30,35-44歲,男,上班族,8萬以上,是,4,4,4,4,3,4,4,2,3,3,2,3,3,3,4,4,4,4,4,4,5,4,4,4,4,3,3,2,3,3,5,3,4,4,5,5,4,4,3,4,2,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 11:50:28,18-24歲,女,上班族,3萬 - 5萬,是,1,1,1,5,1,4,4,3,3,4,3,2,2,2,3,5,5,5,5,4,5,5,4,5,4,3,3,4,3,3,2,3,5,4,5,3,4,4,4,4,2,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 12:06:15,18-24歲,女,學生,新台幣 3萬以下,是,5,5,5,5,5,5,5,4,5,5,4,2,3,4,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,2,4,2,3,4,4,4,5,4,4,5,3,4,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 12:17:52,55歲以上,其他／不願透露,Gay,8萬以上,是,5,4,5,5,5,5,3,4,5,5,4,3,2,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,2,4,4,4,4,5,5,5,5,4,3,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 12:44:33,18-24歲,女,學生,新台幣 3萬以下,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 13:01:56,18-24歲,女,學生,新台幣 3萬以下,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,3,5,4,4,4,3,3,4,4,2,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 13:40:34,18-24歲,男,學生,新台幣 3萬以下,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,3,3,4,5,2,3,2,2,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 14:10:52,18-24歲,女,學生,新台幣 3萬以下,是,3,3,3,3,3,4,4,3,5,4,4,2,3,4,5,3,3,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,4,3,4,5,3,1,3,3,3,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 14:58:01,18-24歲,女,學生,新台幣 3萬以下,是,3,4,3,3,3,4,3,4,5,5,4,2,3,3,4,4,3,4,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,4,3,3,3,3,3,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 15:05:04,25-34歲,女,上班族,3萬 - 5萬,是,4,4,4,4,4,4,4,3,3,5,4,2,4,3,4,4,4,4,4,3,5,4,4,4,4,4,5,3,4,5,4,3,5,3,5,5,2,4,3,4,2,4,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 15:08:26,35-44歲,女,上班族,5萬 - 8萬,是,2,2,3,3,4,4,3,4,4,4,5,2,3,4,4,3,3,3,3,4,5,4,4,4,3,4,4,3,3,4,3,4,3,3,3,3,4,3,3,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 15:08:58,45-54歲,男,上班族,5萬 - 8萬,是,4,2,2,1,1,3,4,2,3,3,4,3,4,3,4,4,1,4,3,4,5,4,4,5,4,3,4,3,3,4,3,4,3,3,4,3,5,3,3,3,4,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 15:09:21,18-24歲,女,自由業,3萬 - 5萬,是,3,2,4,4,3,4,5,4,3,5,4,2,2,2,4,3,4,3,2,2,2,5,4,4,4,3,4,2,3,4,4,3,3,3,3,4,5,3,4,3,4,3,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 15:10:58,18-24歲,女,學生,新台幣 3萬以下,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,4,3,5,4,5,5,2,4,2,4,2,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 15:13:25,25-34歲,女,上班族,5萬,是,2,3,3,2,2,2,3,3,3,3,4,2,3,4,5,4,2,4,2,2,2,2,3,3,3,4,4,4,4,2,4,3,5,3,4,5,4,4,4,2,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 15:14:12,35-44歲,女,上班族,8萬以上,是,4,3,4,4,4,4,5,4,4,4,4,3,4,5,4,2,2,4,2,4,4,4,4,4,3,2,4,4,2,4,4,4,4,4,5,5,4,2,4,2,3,3,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 15:14:56,18-24歲,男,學生,新台幣 3萬以下,是,5,5,5,5,5,5,3,3,4,4,4,3,3,3,3,5,5,5,5,4,4,5,5,5,4,4,4,4,5,5,5,4,4,3,4,5,4,4,4,4,4,5,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 15:19:49,18-24歲,男,學生,新台幣 3萬以下,是,3,2,2,2,2,2,2,3,3,3,3,3,3,4,4,3,3,3,4,4,4,2,3,3,3,3,3,3,3,4,3,2,4,3,3,4,3,3,5,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 15:35:55,18-24歲,男,學生,3萬 - 5萬,是,3,1,3,2,2,2,3,4,4,4,3,4,2,5,3,4,2,4,4,4,4,4,2,4,4,3,4,3,2,4,4,4,3,3,3,4,4,3,4,2,2,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 15:52:30,18-24歲,女,學生,新台幣 3萬以下,是,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,3,4,3,4,3,3,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 16:32:41,25-34歲,男,學生,3萬 - 5萬,是,3,3,3,3,3,3,3,2,3,3,3,4,2,3,5,3,3,3,3,3,3,4,3,4,3,3,5,4,4,4,4,5,3,3,3,3,4,5,5,3,5,4,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 16:34:03,18-24歲,其他／不願透露,學生,8萬以上,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 16:35:06,18-24歲,女,上班族,3萬 - 5萬,是,2,3,3,3,2,3,3,3,3,3,3,4,2,4,3,3,3,3,3,3,3,4,4,4,3,4,5,4,3,4,4,5,3,3,3,4,4,3,5,4,4,3,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 16:35:45,35-44歲,女,自由業,5萬,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,4,3,3,3,4,2,2,3,4,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 16:36:41,18-24歲,男,自由業,新台幣 3萬以下,是,3,1,3,3,2,3,3,3,4,4,2,5,2,4,5,2,3,4,3,4,4,3,3,4,3,4,2,4,3,4,4,5,3,2,4,4,4,5,5,2,3,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 16:37:28,25-34歲,男,自由業,3萬 - 5萬,是,2,3,4,4,4,4,3,4,3,4,3,5,3,3,4,4,4,4,4,4,4,3,3,5,3,4,5,4,4,4,3,3,3,2,4,4,5,5,4,2,4,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 16:38:05,18-24歲,女,家管,5萬 - 8萬,是,4,4,4,4,4,4,4,2,3,4,3,4,2,4,3,4,4,4,4,4,2,4,4,3,4,3,3,3,4,4,3,4,3,2,4,5,5,5,4,3,5,5,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 16:38:43,45-54歲,男,家管,5萬,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,3,3,4,4,3,5,5,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 16:39:48,55歲以上,女,退休,8萬以上,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,4,3,3,4,3,4,2,3,3,2,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2025 19:47:19,18-24歲,男,學生,新台幣 3萬以下,否,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,4,4,4,4,5,1,1,5,5,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2025 16:36:09,35-44歲,女,上班族,5萬 - 8萬,是,3,3,4,4,4,4,4,4,3,3,3,3,2,3,4,4,4,5,4,4,4,3,3,5,4,4,4,3,4,4,4,3,3,2,2,5,5,5,3,1,4,3,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2025 23:32:33,18-24歲,女,自由業,3萬 - 5萬,是,3,3,3,3,3,4,3,3,4,5,4,4,2,3,3,2,3,3,3,3,3,5,4,4,4,3,3,3,4,4,5,3,3,2,2,3,4,4,3,2,3,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
